subject,augmentation,hcp_subset
1_S_5076,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5076,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5076,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5077,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5077,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5077,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5077,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5077,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5077,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5077,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5077,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5077,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5077,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5078,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5078,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5078,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5078,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5078,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5078,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5078,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5078,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5078,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5078,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5079,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5079,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5079,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5079,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5079,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5079,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5079,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5079,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5079,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5079,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5080,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5080,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5080,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5080,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5080,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5080,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5080,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5080,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5080,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5080,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5083,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5083,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5083,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5083,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5083,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5083,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5083,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5083,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5083,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5083,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5085,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5085,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5085,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5085,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5085,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5085,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5085,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5085,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5085,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5085,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5089,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5089,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5089,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5089,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5089,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5089,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5089,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5089,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5089,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5089,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5091,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5091,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5091,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5091,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5091,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5091,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5091,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5091,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5091,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5091,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5092,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5092,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5092,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5092,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5092,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5092,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5092,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5092,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5092,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5092,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5093,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5093,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5093,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5093,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5093,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5093,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5093,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5093,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5093,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5093,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5094,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5094,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5094,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5094,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5094,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5094,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5094,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5094,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5094,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5094,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5095,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5095,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5095,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5095,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5095,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5095,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5095,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5095,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5095,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5095,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5096,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5096,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5096,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5096,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5096,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5096,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5096,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5096,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5096,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5096,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5097,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5097,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5097,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5097,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5097,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5097,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5097,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5097,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5097,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5097,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5098,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5098,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5098,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5098,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5098,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5098,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5098,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5098,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5098,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5098,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
1_S_5101,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
1_S_5101,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
1_S_5101,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
1_S_5101,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
1_S_5101,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
1_S_5101,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
1_S_5101,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
1_S_5101,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
1_S_5101,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
1_S_5101,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
301_S_6777,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
301_S_6777,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
301_S_6777,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
301_S_6777,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
301_S_6777,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
301_S_6777,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
301_S_6777,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
301_S_6777,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
301_S_6777,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
301_S_6777,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
305_S_6498,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
305_S_6498,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
305_S_6498,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
305_S_6498,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
305_S_6498,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
305_S_6498,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
305_S_6498,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
305_S_6498,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
305_S_6498,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
305_S_6498,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
305_S_6810,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
305_S_6810,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
305_S_6810,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
305_S_6810,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
305_S_6810,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
305_S_6810,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
305_S_6810,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
305_S_6810,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
305_S_6810,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
305_S_6810,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
3_S_5000,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
3_S_5000,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
3_S_5000,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
3_S_5000,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
3_S_5000,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
3_S_5000,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
3_S_5000,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
3_S_5000,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
3_S_5000,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
3_S_5000,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
3_S_5001,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
3_S_5001,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
3_S_5001,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
3_S_5001,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
3_S_5001,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
3_S_5001,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
3_S_5001,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
3_S_5001,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
3_S_5001,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
3_S_5001,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
3_S_5002,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
3_S_5002,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
3_S_5002,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
3_S_5002,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
3_S_5002,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
3_S_5002,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
3_S_5002,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
3_S_5002,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
3_S_5002,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
3_S_5002,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
3_S_5003,1,"901139,109123,725751,134627,381038,111514,134829,176542"
3_S_5003,2,"601127,833249,943862,757764,901442,401422,102311,159239,898176,209228"
3_S_5003,3,"205220,905147,257845,221319,116726,251833,115825,942658"
3_S_5003,4,"199655,671855,214524,108323,263436,118225"
